seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width,g1_mean,g2_mean,delta,Smith_H9_KSR,Lister_H9_E8,Lister_MEL1_E8,HESO7,HESO8,Ecker_H9,Ecker_H1,RL1751_1771,RL417,RL418,RL703,blacklist,significant,class,direction,loci
chr1,207818036,207819316,1281,*,84,65.7649132230512,-1.97089867789265,-22.9960723161143,1.05461128785615e-05,0.0205001368483695,1687719,1687802,84,0.839,0.061,0.778,0.965346534653465,0.880999342537804,0.943157894736842,0.822040816326531,0.374599786552828,0.955958549222798,0.930138099106418,0.0512820512820513,0.0786773090079818,0.059228650137741,0.0533333333333333,FALSE,TRUE,Memory_hypomethylation,Hypo,chr1:207818036-207819316
chr18,14458089,14458699,611,*,26,17.9670743357205,-1.76204124850913,-22.2747428963431,1.05461128785615e-05,0.0205001368483695,21425173,21425198,26,0.856,0.155,0.701,0.942307692307692,0.744038155802862,0.88339222614841,0.866438356164384,0.750841750841751,0.905172413793103,0.899328859060403,0.0939597315436242,0.253218884120172,0.246861924686192,0.027027027027027,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr18:14458089-14458699
chr16,28379408,28379554,147,*,13,9.89170881827396,-1.89339037139325,-22.1914518547191,1.05461128785615e-05,0.0205001368483695,19649842,19649854,13,0.844,0.116,0.729,0.801587301587302,0.769516728624535,0.954081632653061,0.921052631578947,0.752747252747253,0.933333333333333,0.776315789473684,0.0684931506849315,0.153846153846154,0.136363636363636,0.103448275862069,FALSE,TRUE,Memory_hypomethylation,Hypo,chr16:28379408-28379554
chr6,62995372,62996560,1189,*,73,30.6708741698949,1.19663115850647,20.8784856879188,1.05461128785615e-05,0.0205001368483695,8900318,8900390,73,0.012,0.44,-0.428,0.00192307692307692,0.0108695652173913,0.0185633575464084,0.0091533180778032,0.015169194865811,0.00859106529209622,0.0211640211640212,0.585513078470825,0.398809523809524,0.270348837209302,0.506607929515419,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr6:62995372-62996560
chr15,101389349,101390385,1037,*,61,41.1321630627326,-1.50157804777057,-20.3822538041703,1.05461128785615e-05,0.0205001368483695,19262820,19262880,61,0.843,0.261,0.582,0.724832214765101,0.913080168776371,0.917917917917918,0.779706275033378,0.71919770773639,0.954612005856515,0.891406987724268,0.314769975786925,0.184861717612809,0.09,0.454828660436137,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr15:101389349-101390385
chr2,3652816,3653413,598,*,20,12.5649997776788,-1.55080327972123,-20.249427636703,1.05461128785615e-05,0.0205001368483695,2120482,2120501,20,0.849,0.245,0.604,0.873417721518987,0.802083333333333,0.856763925729443,0.865116279069767,0.851162790697674,0.861271676300578,0.834757834757835,0.0550847457627119,0.16260162601626,0.483193277310924,0.278350515463918,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr2:3652816-3653413
chr5,3594818,3603143,8326,*,471,164.04825414094,1.02190816162851,20.1958453213169,1.05461128785615e-05,0.0205001368483695,7008309,7008779,471,0.04,0.425,-0.384,0.0229226361031519,0.110665880966411,0.0218199608610568,0.0284191829484902,0.0296094459582198,0.0236051502145923,0.0462275449101796,0.923424696241876,0.135596364310889,0.354281920778933,0.285540704738761,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr5:3594818-3603143
chr7,42896236,42897134,899,*,50,18.577911183957,-0.97245965842531,-20.1536595375057,1.05461128785615e-05,0.0205001368483695,10116097,10116146,50,0.913,0.54,0.373,0.958904109589041,0.902302861130496,0.906816220880069,0.861930294906166,0.902912621359223,0.940620782726046,0.916967509025271,0.553694581280788,0.411917098445596,0.517397881996974,0.675111773472429,FALSE,TRUE,Memory_hypomethylation,Hypo,chr7:42896236-42897134
chr6,10883541,10885472,1932,*,78,30.2425869522362,-0.997370879683828,-20.0002865362525,1.05461128785615e-05,0.0205001368483695,8443652,8443729,78,0.462,0.088,0.374,0.350335570469799,0.446782178217822,0.387700534759358,0.371843917368018,0.63265306122449,0.540162980209546,0.506128334534968,0.068,0.0916334661354582,0.0763827919227393,0.117365269461078,FALSE,TRUE,Memory_hypomethylation,Hypo,chr6:10883541-10885472
chr18,14640977,14641588,612,*,16,11.0079028350935,-1.63967784851307,-19.8609698092047,1.05461128785615e-05,0.0205001368483695,21426288,21426303,16,0.815,0.149,0.666,0.905,0.74841628959276,0.83008356545961,0.792307692307692,0.74331550802139,0.82,0.86682808716707,0.110065170166546,0.162939297124601,0.144303797468354,0.177777777777778,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr18:14640977-14641588
chr12,130255758,130256906,1149,*,11,4.5554648905747,1.17042497813925,19.5041145547141,1.05461128785615e-05,0.0205001368483695,16904466,16904476,11,0.126,0.594,-0.468,0.127272727272727,0.056657223796034,0.112994350282486,0.12639405204461,0.17578125,0.132867132867133,0.151515151515152,0.728,0.621212121212121,0.508333333333333,0.520231213872832,FALSE,TRUE,Memory_hypermethylation,Hyper,chr12:130255758-130256906
chr6,29893944,29895260,1317,*,103,68.6544566192409,-1.57041831767712,-18.6794067797772,1.4061483838082e-05,0.0249566883371455,8626276,8626378,103,0.756,0.115,0.641,0.926966292134832,0.816350710900474,0.828985507246377,0.55834829443447,0.377212389380531,0.949535192563081,0.835212489158716,0.0729411764705882,0.0867279894875164,0.177570093457944,0.121951219512195,FALSE,TRUE,Memory_hypomethylation,Hypo,chr6:29893944-29895260
chr18,14450104,14451003,900,*,41,31.5985651038824,-1.86102308469636,-18.5368565460844,1.4061483838082e-05,0.0249566883371455,21425111,21425151,41,0.803,0.094,0.709,0.963035019455253,0.896432681242808,0.91304347826087,0.666666666666667,0.461538461538462,0.908163265306122,0.812206572769953,0.156462585034014,0.0600858369098712,0.108527131782946,0.0497925311203319,FALSE,TRUE,Memory_hypomethylation,Hypo,chr18:14450104-14451003
chr12,130135091,130138721,3631,*,39,7.56337642930631,-0.665368110107527,-18.1945236661018,1.75768547976025e-05,0.0256251710604619,16903153,16903191,39,0.924,0.685,0.239,0.917835671342685,0.901315789473684,0.934713375796178,0.942396313364055,0.926256983240223,0.938814531548757,0.909871244635193,0.68,0.723243243243243,0.561426684280053,0.777227722772277,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:130135091-130138721
chr12,130498609,130499277,669,*,30,9.04371563468873,0.85245227525308,18.1332230300188,1.75768547976025e-05,0.0256251710604619,16907480,16907509,30,0.134,0.414,-0.281,0.0898876404494382,0.109843081312411,0.0771276595744681,0.159144893111639,0.148883374689826,0.124183006535948,0.227678571428571,0.420289855072464,0.548463356973995,0.348909657320872,0.340248962655602,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr12:130498609-130499277
chr12,129454043,129455024,982,*,31,15.4433903699226,1.37679385374222,18.0657274285614,1.75768547976025e-05,0.0256251710604619,16895881,16895911,31,0.123,0.673,-0.55,0.0596330275229358,0.204198473282443,0.0533117932148627,0.110024449877751,0.120689655172414,0.0588235294117647,0.257510729613734,0.894308943089431,0.613026819923372,0.461928934010152,0.72463768115942,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr12:129454043-129455024
chr8,139508581,139509921,1341,*,111,33.261243131548,0.882480273321347,17.9753127955522,1.75768547976025e-05,0.0256251710604619,12187899,12188009,111,0.085,0.455,-0.37,0.0518731988472622,0.0552380952380952,0.139676113360324,0.0941402497598463,0.0651499482936918,0.0693970420932878,0.116182572614108,0.663652802893309,0.318568994889267,0.239811912225705,0.596977329974811,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr8:139508581-139509921
chr5,68628355,68628738,384,*,36,21.2351227185227,-1.5390280878782,-17.8478647889546,2.1092225757123e-05,0.0296898533666041,7450263,7450298,36,0.684,0.085,0.599,0.539393939393939,0.599118942731278,0.933901918976546,0.521400778210117,0.428256070640177,0.966542750929368,0.800653594771242,0.045662100456621,0.0651340996168582,0.0721649484536082,0.156626506024096,FALSE,TRUE,Memory_hypomethylation,Hypo,chr5:68628355-68628738
chr4,1522123,1522365,243,*,21,12.8579164686341,-1.46878897179255,-17.6180925965419,2.8122967676164e-05,0.0382669221169564,5609618,5609638,21,0.879,0.261,0.618,0.804347826086957,0.851428571428571,0.880681818181818,0.920454545454545,0.948453608247423,0.964912280701754,0.783216783216783,0.173076923076923,0.310344827586207,0.360655737704918,0.2,FALSE,TRUE,Aberrant_hypomethylation,Hypo,chr4:1522123-1522365
chr19,12758274,12759250,977,*,59,38.6804488518916,-1.61479910867113,-17.4823773591503,3.16383386356845e-05,0.0403596444202274,22200108,22200166,59,0.765,0.102,0.664,0.722826086956522,0.413443830570902,0.807615230460922,0.881578947368421,0.723856209150327,0.947136563876652,0.86053882725832,0.056,0.08300395256917,0.103305785123967,0.164556962025316,FALSE,TRUE,Memory_hypomethylation,Hypo,chr19:12758274-12759250
chr10,132200182,132206793,6612,*,61,11.9845249982368,-0.558758864216139,-17.3339920964904,3.16383386356845e-05,0.0403596444202274,14526014,14526074,61,0.912,0.706,0.206,0.93161094224924,0.88098016336056,0.90626902008521,0.92237061769616,0.936131386861314,0.925449871465296,0.88034188034188,0.752927400468384,0.756013745704467,0.586602870813397,0.727956989247312,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:132200182-132206793
chr8,139926188,139926744,557,*,31,11.9504971083628,0.977515879064815,17.139627383241,3.5153709595205e-05,0.041000273696739,12192156,12192186,31,0.024,0.397,-0.372,0.0258064516129032,0.0220994475138122,0.0416666666666667,0.031055900621118,0.0183150183150183,0.00772200772200772,0.0226244343891403,0.50328227571116,0.321917808219178,0.473684210526316,0.287671232876712,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr8:139926188-139926744
chr12,129600828,129605504,4677,*,38,7.23153239738757,-0.596653714460794,-17.1151851275432,3.5153709595205e-05,0.041000273696739,16897769,16897806,38,0.901,0.659,0.242,0.920454545454545,0.867386276021588,0.907301066447908,0.90599294947121,0.92620320855615,0.91970802919708,0.858347386172007,0.652849740932642,0.708971553610503,0.547872340425532,0.726327944572748,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:129600828-129605504
chr1,229567139,229569101,1963,*,134,77.7546120941178,-1.41337713748659,-16.9565865853228,3.5153709595205e-05,0.041000273696739,1876355,1876488,134,0.701,0.122,0.579,0.497950819672131,0.870500782472613,0.369933677229182,0.55213398163155,0.931169557918299,0.925330812854442,0.759704251386322,0.0406091370558376,0.107857142857143,0.096342551293488,0.244776119402985,FALSE,TRUE,Memory_hypomethylation,Hypo,chr1:229567139-229569101
chr20,29611445,29612151,707,*,26,13.5442612135306,-1.45899945675757,-16.6447716233875,4.56998224737665e-05,0.0518197903667118,23103614,23103639,26,0.754,0.11,0.644,0.902857142857143,0.814977973568282,0.90625,0.706349206349206,0.480607082630691,0.879227053140097,0.588132635253054,0.0854700854700855,0.139449541284404,0.166153846153846,0.0491803278688525,FALSE,TRUE,Memory_hypomethylation,Hypo,chr20:29611445-29612151
chr9,139738746,139739775,1030,*,78,46.4677138413472,-1.31908899723772,-16.3995322758065,5.27305643928076e-05,0.0551926761302256,13321708,13321785,78,0.84,0.329,0.511,0.976388002552648,0.766649457924626,0.869515011547344,0.754681647940075,0.704597701149425,0.953252032520325,0.854961832061069,0.440281030444965,0.223642172523962,0.168905950095969,0.48314606741573,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr9:139738746-139739775
chr7,154001859,154002608,750,*,39,21.6802309578281,1.31010695081665,16.3713775974921,5.27305643928076e-05,0.0551926761302256,11025774,11025812,39,0.1,0.663,-0.563,0.0930232558139535,0.0799347471451876,0.0544692737430168,0.0827067669172932,0.0668103448275862,0.18348623853211,0.141263940520446,0.874439461883408,0.412541254125413,0.543624161073825,0.820754716981132,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr7:154001859-154002608
chr12,130481721,130482424,704,*,10,3.76513811542609,1.14721269124261,16.3702230357446,5.27305643928076e-05,0.0551926761302256,16907199,16907208,10,0.228,0.7,-0.473,0.201680672268908,0.187755102040816,0.194244604316547,0.230337078651685,0.210526315789474,0.258741258741259,0.3125,0.804123711340206,0.653658536585366,0.602484472049689,0.741721854304636,FALSE,TRUE,Memory_hypermethylation,Hyper,chr12:130481721-130482424
chr2,91634539,91636144,1606,*,113,57.856679708523,-1.28937215761379,-16.3584399724155,5.62459353523281e-05,0.0567329368594412,2855904,2856016,113,0.767,0.262,0.505,0.924479166666667,0.912514389080743,0.927044025157233,0.710878661087866,0.482544237207078,0.890770533446232,0.520357142857143,0.299513145082765,0.175586854460094,0.156424581005587,0.417565485362096,FALSE,TRUE,Memory_hypomethylation,Hypo,chr2:91634539-91636144
chr4,8893076,8896308,3233,*,237,92.1806371736174,1.01210491893791,16.2540541715001,5.97613063118486e-05,0.0567329368594412,5735371,5735607,237,0.066,0.456,-0.39,0.0469958358120167,0.0933401902802777,0.0631988332523092,0.0566534914361001,0.0588437715072264,0.0737392959086584,0.0724299065420561,0.898406374501992,0.267728674203494,0.471753057658707,0.186915887850467,FALSE,TRUE,Memory_hypermethylation,Hyper,chr4:8893076-8896308
chr18,15197588,15198729,1142,*,57,23.5198693504867,-1.15281541908931,-16.1835611193415,5.97613063118486e-05,0.0567329368594412,21429900,21429956,57,0.883,0.43,0.453,0.932862190812721,0.952588292210934,0.949229374433364,0.859375,0.686546463245492,0.938118811881188,0.862,0.647405660377358,0.331983805668016,0.225442834138486,0.513297872340426,FALSE,TRUE,Memory_hypomethylation,Hypo,chr18:15197588-15198729
chr6,29817828,29818380,553,*,32,15.9209697724636,-1.15860639474638,-16.0716718144584,7.03074191904101e-05,0.0574003831754346,8625655,8625686,32,0.749,0.285,0.464,0.83969465648855,0.711009174311927,0.783958602846054,0.80074487895717,0.488416988416988,0.883561643835616,0.733736762481089,0.223021582733813,0.244541484716157,0.170731707317073,0.5,FALSE,TRUE,Memory_hypomethylation,Hypo,chr6:29817828-29818380
chr12,130704920,130706116,1197,*,24,7.56344086802938,0.917568025306207,15.9599634720343,7.38227901499306e-05,0.0574003831754346,16911299,16911322,24,0.123,0.492,-0.369,0.0282258064516129,0.172741679873217,0.103092783505155,0.0845070422535211,0.0748129675810474,0.0964630225080386,0.303732303732304,0.42688679245283,0.613839285714286,0.547979797979798,0.37987012987013,FALSE,TRUE,Memory_hypermethylation,Hyper,chr12:130704920-130706116
chr11,18727273,18728342,1070,*,62,43.0084991256609,-1.64220663651023,-15.8793557646929,7.73381611094511e-05,0.0574003831754346,14787803,14787864,62,0.865,0.215,0.65,0.91254752851711,0.805443548387097,0.896006655574043,0.8925,0.75062656641604,0.943181818181818,0.854037267080745,0.114551083591331,0.0854572713643178,0.0649350649350649,0.594285714285714,FALSE,TRUE,Memory_hypomethylation,Hypo,chr11:18727273-18728342
chr4,87825251,87825691,441,*,27,13.8567745121162,-1.39060704221412,-15.8457385496111,8.08535320689716e-05,0.0574003831754346,6247871,6247897,27,0.742,0.146,0.596,0.770833333333333,0.693374422187982,0.743882544861338,0.607017543859649,0.549342105263158,0.96830985915493,0.860795454545455,0.0591133004926108,0.164588528678304,0.173789173789174,0.185840707964602,FALSE,TRUE,Memory_hypomethylation,Hypo,chr4:87825251-87825691
chr18,14747794,14748660,867,*,56,40.642175117406,-1.68322998579194,-15.8256711382917,8.08535320689716e-05,0.0574003831754346,21426915,21426970,56,0.887,0.186,0.701,0.934131736526946,0.904059040590406,0.914201183431953,0.879611650485437,0.723270440251572,0.950819672131147,0.903398926654741,0.0220125786163522,0.220149253731343,0.0881670533642691,0.415204678362573,FALSE,TRUE,Memory_hypomethylation,Hypo,chr18:14747794-14748660
chr8,58055024,58056225,1202,*,87,60.9892917154545,-1.49789892808685,-15.8069293209545,8.08535320689716e-05,0.0574003831754346,11627139,11627225,87,0.932,0.303,0.629,0.95249406175772,0.928379588182632,0.964052287581699,0.949304174950298,0.868271954674221,0.97459165154265,0.8866930171278,0.0804878048780488,0.25,0.0820433436532508,0.800751879699248,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:58055024-58056225
chr11,20622023,20627599,5577,*,164,64.3787330437472,-0.994953385040939,-15.7653360420605,8.08535320689716e-05,0.0574003831754346,14803998,14804161,164,0.675,0.305,0.369,0.641573994867408,0.663233190271817,0.777497194163861,0.542155425219941,0.582908663269306,0.76737668161435,0.748415407118479,0.0944595821980018,0.16651376146789,0.398254228041462,0.56234309623431,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr11:20622023-20627599
chr17,4688444,4690372,1929,*,96,61.174599607798,-1.36857533812869,-15.7425394346885,8.08535320689716e-05,0.0574003831754346,20334572,20334667,96,0.842,0.281,0.561,0.681877444589309,0.856145251396648,0.891814539210074,0.712968653964352,0.900425531914894,0.925,0.924775707384403,0.0945454545454545,0.180542563143124,0.204121687929342,0.644880174291939,FALSE,TRUE,Memory_hypomethylation,Hypo,chr17:4688444-4690372
chr3,12595380,12595817,438,*,27,12.1844076059675,-1.13710651038891,-15.6749012508546,8.08535320689716e-05,0.0574003831754346,4166494,4166520,27,0.697,0.218,0.479,0.669260700389105,0.497637795275591,0.586053412462908,0.740286298568507,0.765432098765432,0.829721362229102,0.788333333333333,0.108,0.223628691983122,0.107816711590297,0.430769230769231,FALSE,TRUE,Memory_hypomethylation,Hypo,chr3:12595380-12595817
chr16,66981674,66983023,1350,*,65,27.8640061724693,-1.21770187426098,-15.6033683281518,8.08535320689716e-05,0.0574003831754346,19909769,19909833,65,0.617,0.128,0.49,0.818320610687023,0.499082568807339,0.467061923583663,0.605664488017429,0.481308411214953,0.905172413793103,0.544959128065395,0.0816326530612245,0.155397390272835,0.107876712328767,0.165697674418605,FALSE,TRUE,Memory_hypomethylation,Hypo,chr16:66981674-66983023
chr8,139484075,139486541,2467,*,28,8.89175986941489,-0.860291978755296,-15.4714998116247,8.08535320689716e-05,0.0574003831754346,12187695,12187722,28,0.893,0.543,0.351,0.93167701863354,0.869671132764921,0.856447688564477,0.902608695652174,0.91965811965812,0.92741935483871,0.845799769850403,0.583864118895966,0.660660660660661,0.370036101083032,0.555963302752294,FALSE,TRUE,Memory_hypomethylation,Hypo,chr8:139484075-139486541
chr10,133131546,133139765,8220,*,64,10.6242552725433,-0.535232642467527,-15.4434284809068,8.08535320689716e-05,0.0574003831754346,14539142,14539205,64,0.865,0.655,0.21,0.878109452736318,0.831325301204819,0.867878192534381,0.860759493670886,0.869888475836431,0.879227053140097,0.865213082259663,0.718776550552252,0.691279439847231,0.520848573518654,0.687372013651877,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:133131546-133139765
chr6,17016123,17016767,645,*,41,28.808411289488,-1.65263625530588,-15.4022264411487,8.43689030284921e-05,0.0574003831754346,8505524,8505564,41,0.868,0.184,0.684,0.970873786407767,0.915750915750916,0.946745562130177,0.682926829268293,0.656884875846501,0.956521739130435,0.945898778359511,0.0862745098039216,0.207386363636364,0.307692307692308,0.136363636363636,FALSE,TRUE,Memory_hypomethylation,Hypo,chr6:17016123-17016767
chr10,133319388,133321743,2356,*,22,5.84625808403305,-0.746645931281163,-15.3861627687715,8.43689030284921e-05,0.0574003831754346,14541935,14541956,22,0.869,0.574,0.296,0.847701149425287,0.8486646884273,0.889041095890411,0.830739299610895,0.897916666666667,0.900414937759336,0.869831546707504,0.565495207667732,0.549248747913189,0.563941299790356,0.615671641791045,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:133319388-133321743
chr2,133110002,133111155,1154,*,84,22.0481918653469,-0.769395832235766,-15.3499348801056,8.43689030284921e-05,0.0574003831754346,3196871,3196954,84,0.36,0.09,0.271,0.354570637119114,0.378234903782349,0.318252730109204,0.430781129156999,0.237435008665511,0.399032648125756,0.402750491159136,0.0656108597285068,0.123404255319149,0.0905292479108635,0.0786516853932584,FALSE,TRUE,Memory_hypomethylation,Hypo,chr2:133110002-133111155
chr18,14430639,14431566,928,*,53,40.4447144192625,-1.7150519469749,-15.2958758922262,8.78842739880126e-05,0.0588118680076174,21424894,21424946,53,0.866,0.193,0.673,0.930693069306931,0.876651982378855,0.898850574712644,0.832116788321168,0.671772428884026,0.927672955974843,0.926136363636364,0.145833333333333,0.0560344827586207,0.0928571428571429,0.476394849785408,FALSE,TRUE,Memory_hypomethylation,Hypo,chr18:14430639-14431566
chr10,132241284,132247240,5957,*,47,8.50154501186872,-0.556676753607324,-15.250849934047,9.13996449475331e-05,0.0601778210710201,14526528,14526574,47,0.875,0.666,0.209,0.911684782608696,0.851085310449268,0.876631853785901,0.872103799814643,0.902727272727273,0.891170431211499,0.820915032679739,0.72952086553323,0.705739692805174,0.553508771929825,0.674173117522871,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:132241284-132247240
chr12,130401939,130405333,3395,*,24,4.76223775764563,-0.650328892528424,-15.218316521892,9.84303868665741e-05,0.0627816690981316,16906405,16906428,24,0.885,0.623,0.262,0.899665551839465,0.865504358655044,0.852420306965762,0.862135922330097,0.921495327102804,0.920353982300885,0.873611111111111,0.635922330097087,0.694444444444444,0.47,0.691954022988506,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:130401939-130405333
chr20,5484740,5485378,639,*,32,18.8750301484238,-1.35625060997829,-15.2084922661961,9.84303868665741e-05,0.0627816690981316,22933203,22933234,32,0.879,0.298,0.582,0.852564102564103,0.869485294117647,0.85214626391097,0.888655462184874,0.953804347826087,0.900398406374502,0.839344262295082,0.308510638297872,0.202492211838006,0.131221719457014,0.549668874172185,FALSE,TRUE,Partial_hypomethylation_memory,Hypo,chr20:5484740-5485378
chr10,132437196,132442431,5236,*,43,9.86564815826463,-0.604209459838516,-15.1854473494626,0.000101945757826095,0.0640235043110617,14529031,14529073,43,0.903,0.668,0.235,0.926910299003322,0.859060402684564,0.901057401812689,0.903775883069428,0.945852534562212,0.895635673624288,0.890207715133531,0.680379746835443,0.706010928961749,0.564220183486238,0.722952477249747,FALSE,TRUE,Memory_hypomethylation,Hypo,chr10:132437196-132442431
chr12,130453418,130456776,3359,*,27,4.89458089914091,-0.560188276418309,-15.1483500197236,0.000105461128785615,0.0652277081539029,16907020,16907046,27,0.91,0.705,0.205,0.930693069306931,0.878301886792453,0.892371995820272,0.924242424242424,0.957547169811321,0.905128205128205,0.884792626728111,0.712296983758701,0.75609756097561,0.586330935251799,0.767036450079239,FALSE,TRUE,Memory_hypomethylation,Hypo,chr12:130453418-130456776
chr7,157808231,157809873,1643,*,56,25.1195197814598,1.29347750874227,15.0876776531526,0.000108976499745136,0.0654195543543556,11086400,11086455,56,0.102,0.609,-0.507,0.0299003322259136,0.0942452043369475,0.0509596293845136,0.0555555555555556,0.121524201853759,0.0689102564102564,0.292817679558011,0.854545454545454,0.687224669603524,0.450116009280742,0.442176870748299,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr7:157808231-157809873
chr16,6068928,6070588,1661,*,109,30.8372950305682,0.771712216805721,15.076648572027,0.000108976499745136,0.0654195543543556,19413634,19413742,109,0.027,0.31,-0.283,0.0133689839572193,0.0212655601659751,0.017478152309613,0.0306834030683403,0.0366361365528726,0.0350058343057176,0.0374787052810903,0.432852386237514,0.359649122807018,0.418465227817746,0.0288184438040346,FALSE,TRUE,Aberrant_hypermethylation,Hyper,chr16:6068928-6070588
