"RL1980" "RL1981" "RL1982" "RL1983" "RL1984" "RL1985" "RL1986" "RL2352" "RL2560" "RL2561"
"chr1:43425452-43425932" 0.202797202797203 0.867579908675799 0.525179856115108 0.787234042553192 0.814432989690722 0.85 0.910714285714286 0.865116279069767 0.540697674418605 0.646739130434783
"chr1:44973119-44973754" 0.614583333333333 0.108695652173913 0.586206896551724 0.0396039603960396 0.089171974522293 0.294117647058824 0.0555555555555556 0.191666666666667 0.608 0.222972972972973
"chr1:45278623-45280221" 0.063391442155309 0.442718446601942 0.15521978021978 0.111358574610245 0.38986013986014 0.296052631578947 0.884758364312268 0.428571428571429 0.212078651685393 0.337243401759531
"chr1:45792678-45793745" 0.0104384133611691 0.656996587030717 0.0537383177570093 0.349473684210526 0.693251533742331 0.167741935483871 0.644736842105263 0.668756530825496 0.0521327014218009 0.702312138728324
"chr1:46912964-46913555" 0.144736842105263 0.157232704402516 0.588235294117647 0.283950617283951 0.170886075949367 0.166666666666667 0.408759124087591 0.124352331606218 0.559701492537313 0.118881118881119
"chr1:46950658-46951089" 0.289473684210526 0.234234234234234 0.738095238095238 0.147058823529412 0.164179104477612 0.117647058823529 0.308823529411765 0.188976377952756 0.610526315789474 0.191666666666667
"chr1:46957024-46959266" 0.239285714285714 0.0465116279069767 0.757188498402556 0.0713101160862355 0.0438311688311688 0.0588235294117647 0.0841584158415842 0.0387243735763098 0.428318584070796 0.0567260940032415
"chr1:46988413-46988873" 0.375 0.398373983739837 0.71551724137931 0.484126984126984 0.528662420382166 0.548387096774194 0.7 0.410169491525424 0.714285714285714 0.41044776119403
"chr1:46990964-46992569" 0.448 0.232081911262799 0.604166666666667 0.240458015267176 0.265560165975104 0.220588235294118 0.524752475247525 0.200460829493088 0.6 0.283950617283951
"chr1:47688728-47690521" 0.205240174672489 0.240740740740741 0.609756097560976 0.165714285714286 0.264367816091954 0.136842105263158 0.210144927536232 0.16079295154185 0.434343434343434 0.186868686868687
"chr1:47693495-47694124" 0.277777777777778 0.032520325203252 0.595744680851064 0.0952380952380952 0.152380952380952 0.0942028985507246 0.416666666666667 0.111111111111111 0.409090909090909 0.135338345864662
"chr1:48176696-48177298" 0.288590604026846 0.331550802139037 0.697368421052632 0.244047619047619 0.241525423728814 0.365384615384615 0.413793103448276 0.280141843971631 0.725806451612903 0.313432835820896
"chr1:48191245-48191858" 0.353383458646617 0.196969696969697 0.602409638554217 0.206896551724138 0.092485549132948 0.192307692307692 0.111764705882353 0.155172413793103 0.717514124293785 0.209150326797386
"chr1:48460712-48461559" 0.161904761904762 0.741496598639456 0.367647058823529 0.772277227722772 0.670731707317073 0.612244897959184 0.545454545454545 0.664179104477612 0.371212121212121 0.622448979591837
"chr1:49563965-49564791" 0.359550561797753 0.762376237623762 0.879120879120879 0.83 0.952380952380952 0.969230769230769 0.315068493150685 0.75 0.795918367346939 0.831460674157303
"chr1:50489335-50489954" 0.0264900662251656 0.478048780487805 0.0825242718446602 0.0456852791878173 0.0178041543026706 0 0.32484076433121 0.348571428571429 0.32972972972973 0.491228070175439
"chr1:54752612-54753228" 0.106382978723404 0.67741935483871 0.207317073170732 0.625 0.746987951807229 0.760869565217391 0.228571428571429 0.56353591160221 0.246753246753247 0.642857142857143
"chr1:54815790-54816498" 0.10126582278481 0.68503937007874 0.316831683168317 0.819047619047619 0.771428571428571 0.854545454545454 0.710743801652893 0.687224669603524 0.341463414634146 0.713114754098361
"chr1:54952139-54953317" 0.2625 0.16875 0.574257425742574 0.216 0.205128205128205 0.132450331125828 0.146666666666667 0.165016501650165 0.548223350253807 0.221774193548387
"chr1:55246867-55247426" 0.0333333333333333 0.759493670886076 0.169724770642202 0.0729166666666667 0.1328125 0.0652173913043478 0.923076923076923 0.720605355064028 0.218918918918919 0.120300751879699
"chr1:55463009-55463620" 0.0526315789473684 0.0510204081632653 0.486842105263158 0.0894308943089431 0.0396825396825397 0.0769230769230769 0.647058823529412 0.055045871559633 0.376 0.03125
"chr1:59041718-59042662" 0.0663176265270506 0.838785046728972 0.418230563002681 0.559160305343511 0.296019900497512 0.184210526315789 0.883374689826303 0.805077805077805 0.653276955602537 0.814595660749507
"chr1:63220745-63222683" 0.345381526104418 0.258426966292135 0.243093922651934 0.430830039525692 0.388 0.769607843137255 0.641255605381166 0.243809523809524 0.258474576271186 0.337931034482759
"chr1:65616660-65617059" 0.165217391304348 0.697986577181208 0.259842519685039 0.736318407960199 0.593333333333333 0.592814371257485 0.951219512195122 0.6 0.213768115942029 0.647058823529412
"chr1:68510737-68511221" 0.142045454545455 0.781456953642384 0.707317073170732 0.601941747572815 0.377682403433476 0.466666666666667 0.978835978835979 0.709051724137931 0.482758620689655 0.53953488372093
"chr1:68512471-68513482" 0.182926829268293 0.908333333333333 0.790983606557377 0.160349854227405 0.0326797385620915 0.121212121212121 0.946428571428571 0.914364640883978 0.894160583941606 0.599056603773585
"chr1:68515491-68517473" 0.0444444444444444 0.404536862003781 0.453488372093023 0.176344086021505 0.0625 0.0845588235294118 0.640599001663893 0.621160409556314 0.605442176870748 0.554259043173862
"chr1:69346495-69347285" 0.0543478260869565 0.772727272727273 0.344 0.582278481012658 0.774436090225564 0.604938271604938 0.612903225806452 0.725868725868726 0.587155963302752 0.643835616438356
"chr1:71172023-71172606" 0 0.928286852589641 0.207119741100324 0.0285714285714286 0.0815450643776824 0.0619469026548673 0.736220472440945 0.672839506172839 0.178947368421053 0.0622568093385214
"chr1:79957641-79959827" 0.618296529968454 0.72791519434629 0.895161290322581 0.918604651162791 0.914556962025316 0.935897435897436 0.856164383561644 0.629695885509839 0.789473684210526 0.829508196721311
"chr1:81711231-81714606" 0.554716981132075 0.852551984877127 0.106177606177606 0.847826086956522 0.833333333333333 0.865125240847784 0.768447837150127 0.678213309024613 0.128246753246753 0.503246753246753
"chr1:82601909-82602575" 0.0176991150442478 0.901449275362319 0.426666666666667 0.816129032258065 0.938775510204082 0.652542372881356 0.782771535580524 0.86 0.250965250965251 0.766990291262136
"chr1:83647957-83648295" 0 0.842424242424242 0.458333333333333 0.803418803418803 0.892857142857143 0.872340425531915 0.807407407407407 0.780645161290323 0.380952380952381 0.693333333333333
"chr1:85219835-85220337" 0.344262295081967 0.852564102564103 0.584615384615385 0.59375 0.462025316455696 0.442477876106195 0.854545454545454 0.900398406374502 0.606606606606607 0.847222222222222
