value	class	loci	id
55	1.59669843482262	Memory_hypomethylation	chr10:133319388-133321743	ENCFF735TXC.bigWig
56	3.6826831573373	Memory_hypomethylation	chr2:133110002-133111155	ENCFF735TXC.bigWig
57	2.35812545699232	Memory_hypomethylation	chr18:14430639-14431566	ENCFF735TXC.bigWig
58	1.88788040228959	Memory_hypomethylation	chr10:132241284-132247240	ENCFF735TXC.bigWig
59	2.78048977892644	Memory_hypomethylation	chr12:130401939-130405333	ENCFF735TXC.bigWig
60	0.994771201610565	Partial_hypomethylation_memory	chr20:5484740-5485378	ENCFF735TXC.bigWig
61	2.63885849050937	Memory_hypomethylation	chr10:132437196-132442431	ENCFF735TXC.bigWig
62	2.17597984991015	Memory_hypomethylation	chr12:130453418-130456776	ENCFF735TXC.bigWig
63	5.21555432478587	Aberrant_hypermethylation	chr7:157808231-157809873	ENCFF735TXC.bigWig
64	6.1040859535487	Aberrant_hypermethylation	chr16:6068928-6070588	ENCFF735TXC.bigWig
65	1.84660874307156	Aberrant_hypomethylation	chr20:29524372-29525474	ENCFF735TXC.bigWig
66	0.820729864637057	Memory_hypomethylation	chr6:27529062-27530216	ENCFF735TXC.bigWig
67	2.94093909842579	Memory_hypomethylation	chr8:139187357-139191967	ENCFF735TXC.bigWig
68	1.31412621003389	Aberrant_hypomethylation	chr9:1041926-1054282	ENCFF735TXC.bigWig
69	1.04086442887783	Partial_hypomethylation_memory	chr10:729189-730416	ENCFF735TXC.bigWig
70	1.12844353563645	Memory_hypomethylation	chr2:234847480-234848034	ENCFF735TXC.bigWig
71	2.32329272273128	Memory_hypomethylation	chr10:132651090-132652504	ENCFF735TXC.bigWig
72	3.55642828908	Aberrant_hypermethylation	chr22:50063748-50065058	ENCFF735TXC.bigWig
73	1.79140594212905	Aberrant_hypermethylation	chr22:48885535-48887512	ENCFF735TXC.bigWig
74	0.436774503439665	Memory_hypomethylation	chr6:17580424-17581214	ENCFF735TXC.bigWig
75	2.9308608379215	Memory_hypomethylation	chr20:25967666-25968244	ENCFF735TXC.bigWig
76	3.15910307437147	Memory_hypomethylation	chr12:129881880-129886947	ENCFF735TXC.bigWig
77	3.43578584181526	Memory_hypomethylation	chr10:132303286-132306853	ENCFF735TXC.bigWig
78	0.611392502983411	Memory_hypomethylation	chr20:623116-623458	ENCFF735TXC.bigWig
79	4.12223864296108	Aberrant_hypermethylation	chr12:128850294-128850754	ENCFF735TXC.bigWig
80	1.95727284649363	Memory_hypomethylation	chr2:133104444-133105325	ENCFF735TXC.bigWig
81	2.17061690983146	Memory_hypomethylation	chr12:130046907-130049623	ENCFF735TXC.bigWig
82	1.69332956058392	Aberrant_hypermethylation	chr7:153749180-153750318	ENCFF735TXC.bigWig
83	3.54298137598916	Memory_hypomethylation	chr12:129168999-129174185	ENCFF735TXC.bigWig
84	3.55367599946679	Memory_hypomethylation	chr8:139523765-139527425	ENCFF735TXC.bigWig
85	3.66136288004537	Memory_hypomethylation	chr10:132688604-132693192	ENCFF735TXC.bigWig
86	2.23798219649826	Memory_hypomethylation	chr10:132210699-132212382	ENCFF735TXC.bigWig
87	4.37555505199262	Memory_hypomethylation	chr8:139588431-139590539	ENCFF735TXC.bigWig
88	1.17386777754183	Memory_hypomethylation	chr13:24902124-24902740	ENCFF735TXC.bigWig
89	0.533686668612063	Memory_hypomethylation	chr3:183734672-183735148	ENCFF735TXC.bigWig
90	0.551373329758644	Aberrant_hypermethylation	chr10:65632153-65632598	ENCFF735TXC.bigWig
91	2.07525552370969	Memory_hypomethylation	chr14:106880610-106882660	ENCFF735TXC.bigWig
92	2.2036463132611	Memory_hypomethylation	chr2:106886119-106886859	ENCFF735TXC.bigWig
93	3.92357316715964	Memory_hypomethylation	chr10:132260556-132264190	ENCFF735TXC.bigWig
94	2.10723227367715	Partial_hypomethylation_memory	chr12:130075984-130083302	ENCFF735TXC.bigWig
95	2.0607917288254	Memory_hypomethylation	chr19:51829861-51830692	ENCFF735TXC.bigWig
96	1.73696668737033	Memory_hypomethylation	chr12:130376059-130377711	ENCFF735TXC.bigWig
97	3.36854043996559	Memory_hypomethylation	chr10:132751755-132755221	ENCFF735TXC.bigWig
98	1.43536385094904	Memory_hypomethylation	chr10:133092848-133095517	ENCFF735TXC.bigWig
99	3.14238027192403	Memory_hypomethylation	chr12:129626710-129628148	ENCFF735TXC.bigWig
100	0.561436430418066	Partial_hypermethyation_memory	chr15:100469196-100470450	ENCFF735TXC.bigWig
101	0.831171862568174	Memory_hypomethylation	chr6:27525635-27526457	ENCFF735TXC.bigWig
102	4.70803329108775	Memory_hypomethylation	chr10:132311182-132312643	ENCFF735TXC.bigWig
103	3.13872716360186	Memory_hypomethylation	chr10:132321741-132324031	ENCFF735TXC.bigWig
104	3.243813475043	Memory_hypomethylation	chr8:139501334-139504854	ENCFF735TXC.bigWig
105	1.10866199902126	Memory_hypomethylation	chr5:156570374-156570823	ENCFF735TXC.bigWig
106	1.27463499236513	Aberrant_hypermethylation	chr16:6910970-6911815	ENCFF735TXC.bigWig
107	4.50767165726306	Aberrant_hypermethylation	chr3:2139513-2142077	ENCFF735TXC.bigWig
108	1.62504352621659	Memory_hypomethylation	chr10:132383198-132384818	ENCFF735TXC.bigWig
109	3.65523336203815	Memory_hypomethylation	chr10:132408282-132410901	ENCFF735TXC.bigWig
110	3.05168354342886	Memory_hypomethylation	chr10:132405314-132407304	ENCFF735TXC.bigWig
111	4.11089823745517	Memory_hypomethylation	chr10:132642785-132645160	ENCFF735TXC.bigWig
112	1.47907148902096	Memory_hypomethylation	chr19:19650893-19652066	ENCFF735TXC.bigWig
113	1.33804300261868	Memory_hypomethylation	chr6:31275875-31276669	ENCFF735TXC.bigWig
114	3.06417482675634	Memory_hypomethylation	chr8:139263714-139269693	ENCFF735TXC.bigWig
115	2.48722542507638	Memory_hypomethylation	chr12:129909145-129911804	ENCFF735TXC.bigWig
116	2.73541422810405	Memory_hypomethylation	chr4:13524437-13531544	ENCFF735TXC.bigWig
117	0.631981769028832	Aberrant_hypomethylation	chr20:13338638-13343330	ENCFF735TXC.bigWig
118	2.72681731055765	Aberrant_hypermethylation	chr7:157754590-157755139	ENCFF735TXC.bigWig
119	3.72936535450338	Memory_hypomethylation	chr8:139557923-139560676	ENCFF735TXC.bigWig
120	0.65289933681488	Partial_hypomethylation_memory	chr9:130955064-130955536	ENCFF735TXC.bigWig
121	1.67480043698563	Memory_hypomethylation	chr10:132026298-132026983	ENCFF735TXC.bigWig
122	0.66134514021022	Memory_hypomethylation	chr6:150346252-150347277	ENCFF735TXC.bigWig
123	3.41917162975379	Memory_hypomethylation	chr10:132171767-132175962	ENCFF735TXC.bigWig
124	3.47554307666264	Memory_hypomethylation	chr8:139320938-139324483	ENCFF735TXC.bigWig
125	3.13268045985371	Partial_hypomethylation_memory	chr8:139000442-139002346	ENCFF735TXC.bigWig
126	0.97959529652315	Memory_hypomethylation	chr16:90148712-90149220	ENCFF735TXC.bigWig
127	1.7646435708046	Memory_hypomethylation	chr12:129862296-129866436	ENCFF735TXC.bigWig
128	4.5336754064966	Memory_hypomethylation	chr10:132477739-132481179	ENCFF735TXC.bigWig
129	1.80877674969493	Partial_hypomethylation_memory	chr12:129846433-129849318	ENCFF735TXC.bigWig
130	2.20260187975046	Memory_hypomethylation	chr12:130084563-130089390	ENCFF735TXC.bigWig
131	0.680709233650794	Memory_hypermethylation	chr17:5674419-5674865	ENCFF735TXC.bigWig
132	2.68839868492395	Memory_hypomethylation	chr12:130032913-130035078	ENCFF735TXC.bigWig
133	2.08821680051975	Memory_hypermethylation	chr18:14314771-14318757	ENCFF735TXC.bigWig
134	2.85953175671783	Memory_hypomethylation	chr16:7086990-7089445	ENCFF735TXC.bigWig
135	4.25814501293327	Memory_hypomethylation	chr18:14999289-15000512	ENCFF735TXC.bigWig
136	2.69935254151216	Memory_hypomethylation	chr8:139358647-139363153	ENCFF735TXC.bigWig
137	3.42608009398302	Memory_hypomethylation	chr12:129704675-129705828	ENCFF735TXC.bigWig
138	1.42153327680025	Memory_hypomethylation	chr21:47010057-47011162	ENCFF735TXC.bigWig
139	5.8473220741938	Aberrant_hypermethylation	chr12:130526719-130527319	ENCFF735TXC.bigWig
140	0.96539791378864	Memory_hypomethylation	chr17:46018654-46019512	ENCFF735TXC.bigWig
141	2.82614530396202	Memory_hypomethylation	chr12:130328966-130330536	ENCFF735TXC.bigWig
142	2.14092197982145	Memory_hypomethylation	chr12:129934219-129935923	ENCFF735TXC.bigWig
143	2.48992028687836	Memory_hypomethylation	chr8:139085186-139089609	ENCFF735TXC.bigWig
144	2.82339362067458	Memory_hypomethylation	chr12:128698108-128701453	ENCFF735TXC.bigWig
145	2.54238109449595	Memory_hypomethylation	chr8:139379244-139381723	ENCFF735TXC.bigWig
146	3.71898003083009	Memory_hypomethylation	chr10:132344356-132345552	ENCFF735TXC.bigWig
147	1.82645599047343	Memory_hypomethylation	chr14:104551896-104552427	ENCFF735TXC.bigWig
148	2.90094920666548	Memory_hypomethylation	chr12:128985235-128986898	ENCFF735TXC.bigWig
149	0.796380001422647	Memory_hypomethylation	chr3:138151942-138153127	ENCFF735TXC.bigWig
150	1.33208724560628	Memory_hypomethylation	chr8:139439853-139440612	ENCFF735TXC.bigWig
151	2.36287814119588	Memory_hypomethylation	chr9:141044365-141045279	ENCFF735TXC.bigWig
152	1.96870243226189	Memory_hypomethylation	chr12:130331072-130331817	ENCFF735TXC.bigWig
153	1.47148204640466	Partial_hypomethylation_memory	chr6:27250698-27252030	ENCFF735TXC.bigWig
154	3.12894549091286	Memory_hypomethylation	chr12:129690274-129693317	ENCFF735TXC.bigWig
155	1.97711380635915	Memory_hypomethylation	chr8:53012452-53013283	ENCFF735TXC.bigWig
156	2.02698517480835	Memory_hypomethylation	chr12:129029334-129030398	ENCFF735TXC.bigWig
157	1.87413893408246	Partial_hypomethylation_memory	chr12:129791776-129793543	ENCFF735TXC.bigWig
158	1.35332422990065	Aberrant_hypomethylation	chr12:3507039-3507527	ENCFF735TXC.bigWig
159	3.36126764018696	Memory_hypomethylation	chr8:139354318-139355793	ENCFF735TXC.bigWig
160	3.46608867126456	Partial_hypomethylation_memory	chr12:130464612-130466598	ENCFF735TXC.bigWig
161	4.65948507442313	Memory_hypermethylation	chr22:48765157-48766416	ENCFF735TXC.bigWig
162	1.95080101226651	Memory_hypomethylation	chr12:130043172-130044612	ENCFF735TXC.bigWig
163	1.92015686219096	Memory_hypomethylation	chr8:139119975-139123768	ENCFF735TXC.bigWig
164	3.26741853462454	Partial_hypomethylation_memory	chr7:153922319-153924108	ENCFF735TXC.bigWig
165	0	Memory_hypomethylation	chr1:149398881-149400576	ENCFF735TXC.bigWig
166	1.11575010450263	Partial_hypomethylation_memory	chr6:166471412-166472143	ENCFF735TXC.bigWig
167	3.04764310973031	Memory_hypomethylation	chr10:132255029-132257985	ENCFF735TXC.bigWig
168	3.37065433193468	Memory_hypomethylation	chr16:6834646-6837197	ENCFF735TXC.bigWig
169	0.623221819373694	Aberrant_hypomethylation	chr3:78724347-78724826	ENCFF735TXC.bigWig
170	0.585416519771451	Memory_hypomethylation	chr9:115140838-115141462	ENCFF735TXC.bigWig
171	3.43737106945734	Memory_hypomethylation	chr12:129942231-129944425	ENCFF735TXC.bigWig
172	4.03159028739737	Memory_hypermethylation	chr18:14917421-14921274	ENCFF735TXC.bigWig
173	1.18182532687982	Memory_hypomethylation	chr14:67878555-67879166	ENCFF735TXC.bigWig
174	0.990339827992148	Memory_hypomethylation	chr8:57025506-57026601	ENCFF735TXC.bigWig
175	2.17955934875226	Partial_hypomethylation_memory	chr8:139452013-139454754	ENCFF735TXC.bigWig
176	3.01446579122543	Memory_hypomethylation	chr12:129939256-129940843	ENCFF735TXC.bigWig
177	3.68523996953535	Memory_hypomethylation	chr8:139241537-139244305	ENCFF735TXC.bigWig
178	2.118578562005	Memory_hypomethylation	chr8:138994194-138996008	ENCFF735TXC.bigWig
179	2.69227675571803	Memory_hypomethylation	chr12:128904503-128906313	ENCFF735TXC.bigWig
180	4.13058793485755	Memory_hypomethylation	chr12:130392189-130393374	ENCFF735TXC.bigWig
181	2.05841268499692	Memory_hypomethylation	chr2:91847473-91848417	ENCFF735TXC.bigWig
182	2.85028979707866	Memory_hypomethylation	chr12:130431651-130433575	ENCFF735TXC.bigWig
183	2.24810206734345	Memory_hypomethylation	chr12:129738031-129740194	ENCFF735TXC.bigWig
184	2.52896052346658	Aberrant_hypermethylation	chr12:128822031-128824024	ENCFF735TXC.bigWig
185	1.37284547923714	Partial_hypomethylation_memory	chr10:91596869-91598066	ENCFF735TXC.bigWig
186	5.4650247144227	Memory_hypomethylation	chr1:209404846-209405415	ENCFF735TXC.bigWig
187	1.48011322041689	Memory_hypomethylation	chr8:125985352-125986019	ENCFF735TXC.bigWig
188	1.16119186883256	Memory_hypomethylation	chr6:24357732-24358355	ENCFF735TXC.bigWig
189	4.29105853900104	Partial_hypomethylation_memory	chr16:5834490-5836525	ENCFF735TXC.bigWig
190	3.01167699147244	Partial_hypomethylation_memory	chr12:130225895-130230141	ENCFF735TXC.bigWig
191	2.2052086271924	Partial_hypomethylation_memory	chr8:139076299-139077742	ENCFF735TXC.bigWig
192	0.888552740654525	Memory_hypomethylation	chr14:36741303-36742501	ENCFF735TXC.bigWig
193	0.555818926010813	Partial_hypomethylation_memory	chr2:191242980-191243423	ENCFF735TXC.bigWig
194	1.96876033946224	Memory_hypomethylation	chr8:139442923-139445117	ENCFF735TXC.bigWig
195	3.44381029906782	Memory_hypomethylation	chr12:128773946-128777012	ENCFF735TXC.bigWig
196	2.33153073787689	Memory_hypomethylation	chr10:132140878-132141940	ENCFF735TXC.bigWig
197	2.44340062146304	Aberrant_hypermethylation	chr20:29509549-29513145	ENCFF735TXC.bigWig
198	2.64647493731808	Aberrant_hypermethylation	chr12:130502234-130502623	ENCFF735TXC.bigWig
199	5.27288687983646	Aberrant_hypermethylation	chr12:128675176-128675443	ENCFF735TXC.bigWig
200	5.65909932002629	Memory_hypomethylation	chr13:112870270-112871087	ENCFF735TXC.bigWig
201	1.4052487458078	Memory_hypermethylation	chr6:100894801-100897620	ENCFF735TXC.bigWig
202	0.909980448418193	Memory_hypomethylation	chr3:146187073-146187850	ENCFF735TXC.bigWig
203	2.25083226776872	Aberrant_hypermethylation	chr18:14264071-14266363	ENCFF735TXC.bigWig
204	1.85860607189101	Partial_hypomethylation_memory	chr5:151304739-151305356	ENCFF735TXC.bigWig
205	1.12687120308359	Memory_hypomethylation	chr11:14926713-14927799	ENCFF735TXC.bigWig
206	1.16886860548064	Memory_hypomethylation	chr9:33750520-33751376	ENCFF735TXC.bigWig
207	1.61326104928465	Partial_hypomethylation_memory	chr1:149284722-149288738	ENCFF735TXC.bigWig
208	1.04663000323556	Memory_hypomethylation	chr11:424776-425347	ENCFF735TXC.bigWig
209	2.5046720750835	Partial_hypomethylation_memory	chr7:154011196-154012591	ENCFF735TXC.bigWig
210	3.31205050521747	Memory_hypomethylation	chr12:128953842-128957281	ENCFF735TXC.bigWig
211	0.613186907200586	Partial_hypomethylation_memory	chr6:28802203-28802929	ENCFF735TXC.bigWig
212	1.1172058361272	Memory_hypomethylation	chr10:132776121-132777710	ENCFF735TXC.bigWig
213	2.28296219027233	Memory_hypomethylation	chr8:139226036-139229394	ENCFF735TXC.bigWig
214	2.95965894391037	Partial_hypomethylation_memory	chr12:128647957-128649640	ENCFF735TXC.bigWig
215	4.37016195802417	Partial_hypomethylation_memory	chr7:157761904-157764468	ENCFF735TXC.bigWig
216	2.52302092719078	Memory_hypomethylation	chr10:133033186-133034758	ENCFF735TXC.bigWig
217	3.2465955564002	Memory_hypomethylation	chr12:128852928-128857680	ENCFF735TXC.bigWig
218	3.94943685584016	Aberrant_hypermethylation	chr5:3606493-3607067	ENCFF735TXC.bigWig
219	4.21021790971461	Aberrant_hypomethylation	chr2:91936703-91937335	ENCFF735TXC.bigWig
220	3.32098829033367	Partial_hypomethylation_memory	chr8:139467625-139469539	ENCFF735TXC.bigWig
221	2.65276723804203	Memory_hypomethylation	chr12:130232893-130233882	ENCFF735TXC.bigWig
222	2.01230345788549	Partial_hypomethylation_memory	chr3:42306036-42307519	ENCFF735TXC.bigWig
223	2.68766016092325	Memory_hypomethylation	chr8:139289765-139291897	ENCFF735TXC.bigWig
224	0.593603386328771	Memory_hypomethylation	chr2:241123952-241125383	ENCFF735TXC.bigWig
225	1.7361044815346	Memory_hypomethylation	chr8:138920538-138922576	ENCFF735TXC.bigWig
226	2.18878980818673	Memory_hypomethylation	chr12:129921270-129924655	ENCFF735TXC.bigWig
227	2.61519576514021	Memory_hypomethylation	chr20:29550782-29551655	ENCFF735TXC.bigWig
228	3.21095822886987	Aberrant_hypermethylation	chr22:48972263-48972631	ENCFF735TXC.bigWig
229	3.6565618977006	Memory_hypomethylation	chr10:132444483-132445915	ENCFF735TXC.bigWig
230	3.01234774418035	Memory_hypomethylation	chr8:139571076-139572305	ENCFF735TXC.bigWig
231	3.43527995045779	Memory_hypomethylation	chr12:128628716-128631133	ENCFF735TXC.bigWig
232	3.22138335704803	Memory_hypomethylation	chr10:132670207-132671716	ENCFF735TXC.bigWig
233	2.95347366656098	Memory_hypomethylation	chr8:139424627-139426109	ENCFF735TXC.bigWig
234	0.879984771288358	Partial_hypomethylation_memory	chr5:177411343-177412636	ENCFF735TXC.bigWig
235	1.94851488685999	Memory_hypomethylation	chr8:34636853-34639379	ENCFF735TXC.bigWig
236	2.2323377059932	Partial_hypomethylation_memory	chr8:139307548-139310569	ENCFF735TXC.bigWig
237	1.32342117276397	Memory_hypomethylation	chr12:130366813-130368665	ENCFF735TXC.bigWig
238	1.96025859188251	Memory_hypomethylation	chr10:132553178-132555803	ENCFF735TXC.bigWig
239	3.16191320670278	Memory_hypomethylation	chr9:44118138-44119268	ENCFF735TXC.bigWig
240	1.10095104096986	Memory_hypomethylation	chr10:132780937-132782039	ENCFF735TXC.bigWig
241	2.12639243861562	Memory_hypomethylation	chr12:130035607-130036556	ENCFF735TXC.bigWig
242	1.66073973118155	Aberrant_hypermethylation	chr18:14396505-14400135	ENCFF735TXC.bigWig
243	4.18385826890208	Memory_hypomethylation	chr10:132605781-132608096	ENCFF735TXC.bigWig
244	0.214856004714966	Memory_hypomethylation	chr2:131450110-131450984	ENCFF735TXC.bigWig
245	6.04812391134019	Aberrant_hypermethylation	chr10:133251495-133252391	ENCFF735TXC.bigWig
246	3.33770735590838	Memory_hypomethylation	chr12:130220893-130224218	ENCFF735TXC.bigWig
247	1.71128734012684	Partial_hypomethylation_memory	chr8:138463781-138465798	ENCFF735TXC.bigWig
248	0.608607588143184	Partial_hypomethylation_memory	chr7:38350754-38351257	ENCFF735TXC.bigWig
249	3.81330429712931	Memory_hypomethylation	chr12:128960300-128961430	ENCFF735TXC.bigWig
250	2.07915140090779	Partial_hypomethylation_memory	chr8:139679035-139680914	ENCFF735TXC.bigWig
251	3.99911897270768	Aberrant_hypermethylation	chr12:130765721-130765948	ENCFF735TXC.bigWig
252	0.647781182737911	Memory_hypomethylation	chr6:110797476-110798147	ENCFF735TXC.bigWig
253	3.78512643321472	Memory_hypomethylation	chr12:130093888-130095499	ENCFF735TXC.bigWig
254	1.6542622920624	Memory_hypomethylation	chr8:138791642-138793272	ENCFF735TXC.bigWig
255	1.45561456622986	Memory_hypomethylation	chr10:132143906-132145482	ENCFF735TXC.bigWig
256	0.727142527535722	Memory_hypomethylation	chr12:49726250-49728537	ENCFF735TXC.bigWig
257	0.322300004959106	Memory_hypomethylation	chr10:104192743-104193123	ENCFF735TXC.bigWig
258	4.19527955055237	Partial_hypomethylation_memory	chr10:132700792-132701887	ENCFF735TXC.bigWig
259	2.09885839490089	Partial_hypomethylation_memory	chr8:138633279-138637036	ENCFF735TXC.bigWig
260	0.83462999612093	Aberrant_hypomethylation	chr11:88241425-88242656	ENCFF735TXC.bigWig
261	3.96083538398372	Partial_hypomethylation_memory	chr8:139406797-139408968	ENCFF735TXC.bigWig
262	2.87491858526167	Partial_hypomethylation_memory	chr8:139448606-139450522	ENCFF735TXC.bigWig
263	3.30316531982111	Memory_hypomethylation	chr12:129890067-129890786	ENCFF735TXC.bigWig
264	1.20956654388171	Memory_hypomethylation	chr17:6145644-6146321	ENCFF735TXC.bigWig
265	0.134265005588531	Memory_hypomethylation	chr20:18360696-18361089	ENCFF735TXC.bigWig
266	1.7438387732318	Memory_hypomethylation	chr8:138850812-138853098	ENCFF735TXC.bigWig
267	3.31228872791666	Memory_hypomethylation	chr10:132806948-132807405	ENCFF735TXC.bigWig
268	1.87739497826295	Partial_hypomethylation_memory	chr8:139543680-139544925	ENCFF735TXC.bigWig
269	6.47696543850311	Aberrant_hypermethylation	chr12:127210981-127212578	ENCFF735TXC.bigWig
270	4.50059105112002	Partial_hypomethylation_memory	chr19:24154458-24155001	ENCFF735TXC.bigWig
271	3.39275000483742	Memory_hypomethylation	chr8:139210754-139212949	ENCFF735TXC.bigWig
272	3.10217730816967	Partial_hypomethylation_memory	chr8:139231916-139233876	ENCFF735TXC.bigWig
273	1.05927900330246	Memory_hypomethylation	chr8:140036561-140038344	ENCFF735TXC.bigWig
274	1.26448417558739	Memory_hypermethylation	chr1:152223307-152227845	ENCFF735TXC.bigWig
275	0.291278052059087	Memory_hypomethylation	chr1:164341964-164343015	ENCFF735TXC.bigWig
276	2.7031871676445	Memory_hypomethylation	chr3:2657731-2659500	ENCFF735TXC.bigWig
277	1.45043400287628	Partial_hypomethylation_memory	chr9:6715883-6716324	ENCFF735TXC.bigWig
278	1.57003451372127	Memory_hypomethylation	chr6:117583885-117585207	ENCFF735TXC.bigWig
279	1.28340578750825	Memory_hypomethylation	chr8:24591653-24592085	ENCFF735TXC.bigWig
280	2.47576795254023	Memory_hypomethylation	chr16:6939521-6941090	ENCFF735TXC.bigWig
281	1.12667386640202	Partial_hypomethylation_memory	chr1:205818899-205819492	ENCFF735TXC.bigWig
282	0.288096331556638	Aberrant_hypomethylation	chr6:5431374-5432278	ENCFF735TXC.bigWig
283	0.54357760310173	Memory_hypomethylation	chr14:89444651-89445660	ENCFF735TXC.bigWig
284	1.87425214903695	Partial_hypomethylation_memory	chr7:117854280-117854852	ENCFF735TXC.bigWig
285	3.98945844874663	Memory_hypomethylation	chr20:29534876-29535276	ENCFF735TXC.bigWig
286	1.91248291948416	Memory_hypomethylation	chr8:138683569-138684908	ENCFF735TXC.bigWig
